,loan_id,published_date,current_balance,original_balance,property_state,orig_int_rate,orig_dscr,orig_ltv,special_servicer,freddie_held,principal_paydown,label
1317,300340013,2017-01-25,24641371,25200000,FL,0.0377,1.42,0.741,keybank,0.0,558629,0.0
1318,10091341,2017-01-25,24640000,24640000,CO,0.0409,1.28,0.8,"berkeley_point_capital,_llc",0.0,0,0.0
1319,300591015,2017-01-25,24634987,25581000,CO,0.0365,1.44,0.744,cwcapital,0.0,946013,0.0
1320,820106614,2017-01-25,24610000,24610000,MD,0.0426,1.25,0.699,keybank,0.0,0,0.0
1321,889100013,2017-01-25,24598263,24665000,MD,0.0413,1.274,0.761,midland_loan_services,0.0,66737,0.0
1322,10082661,2017-01-25,24596862,25200000,TX,0.0434,1.27,0.797,wells_fargo_bank,0.0,603138,0.0
1323,303841015,2017-01-25,24583000,24583000,TX,0.0378,2.04,0.649,midland_loan_services,0.0,0,0.0
1324,303841014,2017-01-25,24582499,25540000,FL,0.038,1.32,0.794,midland_loan_services,0.0,957501,1.0
1325,10074267,2017-01-25,24558636,25550000,IN,0.0361,1.45,0.778,wells_fargo_bank,0.0,991364,0.0
1326,10062921,2017-01-25,24558078,26000000,NC,0.0453,1.26,0.768,torchlight,0.0,1441922,0.0
1327,30285028,2017-01-25,24520082,25000000,TX,0.0417,1.69,0.575,wells_fargo_bank,0.0,479918,0.0
1328,302841119,2017-01-25,24500000,24500000,FL,0.026237,1.65,0.698,midland_loan_services,0.0,0,0.0
1329,30309603,2017-01-25,24500000,24500000,GA,0.026337,1.54,0.77,keybank,0.0,0,0.0
1330,820104632,2017-01-25,24499620,26000000,TX,0.0337,1.32,0.746,midland_loan_services,0.0,1500380,0.0
1331,862100013,2017-01-25,24472429,26350000,WV,0.0493,1.39,0.734,wells_fargo_bank,0.0,1877571,0.0
1332,10062275,2017-01-25,24463887,27000000,KY,0.039,1.443,0.731,wells_fargo_bank,0.0,2536113,0.0
1333,30308298,2017-01-25,24441961,25187000,PA,0.0289,1.77,0.58,wells_fargo_bank,0.0,745039,0.0
1334,10096484,2017-01-25,24440000,24440000,CO,0.0386,1.31,0.791,wells_fargo_bank,0.0,0,0.0
1335,30309624,2017-01-25,24436589,24975000,AZ,0.028237,1.67,0.768,keybank,0.0,538411,0.0
1336,300501023,2017-01-25,24429661,26080000,FL,0.0333,1.4,0.798,midland_loan_services,0.0,1650339,0.0
1337,10081451,2017-01-25,24428195,24750000,FL,0.0383,1.34,0.745,midland_loan_services,0.0,321805,0.0
1338,10060743,2017-01-25,24425924,26100000,FL,0.0469,1.25,0.752,keybank,0.0,1674076,0.0
1339,10069456,2017-01-25,24400385,25497000,CO,0.037,1.3,0.799,wells_fargo_bank,0.0,1096615,0.0
1340,10098681,2017-01-25,24400000,24400000,TX,0.0408,2.13,0.588,wells_fargo_bank,0.0,0,0.0
1341,862100018,2017-01-25,48798777,24650000,CA,0.0444,1.39,0.557,wells_fargo_bank,0.0,-24148777,0.0
1342,820106224,2017-01-25,24385300,24800000,OK,0.0447,1.36,0.787,wells_fargo_bank,0.0,414700,0.0
1343,300701014,2017-01-25,24369083,25149000,MD,0.0383,1.25,0.786,keybank,0.0,779917,1.0
1344,291000018,2017-01-25,24367335,24900000,MD,0.0432,1.44,0.781,keybank,0.0,532665,0.0
1345,10049073,2017-01-25,24362480,27825000,MD,0.05344,1.425,0.742,wells_fargo_bank,0.0,3462520,0.0
1346,305131017,2017-01-25,24361145,24900000,NC,0.0426,1.63,0.632,keybank,0.0,538855,0.0
1347,300651018,2017-01-25,24360000,24360000,NC,0.0378,2.16,0.592,cwcapital,0.0,0,0.0
1348,862100015,2017-01-25,24350000,24350000,IN,0.0479,2.25,0.624,wells_fargo_bank,0.0,0,0.0
1349,10096485,2017-01-25,24350000,24350000,GA,0.0398,2.42,0.543,wells_fargo_bank,0.0,0,0.0
1350,300591018,2017-01-25,24337000,24337000,TX,0.0323,2.65,0.549,cwcapital,0.0,0,0.0
1351,304991034,2017-01-25,24300000,24300000,NC,0.027237,1.59,0.762,c-iii_asset_management_llc,0.0,0,0.0
1352,10102908,2017-01-25,24300000,24300000,CO,0.0404,1.97,0.639,midland_loan_services,0.0,0,0.0
1353,30268900,2017-01-25,24284401,27300000,CA,0.0539,1.25,0.748,keybank,0.0,3015599,0.0
1354,304991035,2017-01-25,24276000,24276000,TX,0.027537,1.56,0.718,c-iii_asset_management_llc,0.0,0,0.0
1355,10054675,2017-01-25,24270782,27200000,CA,0.0561,1.376,0.715,wells_fargo_bank,0.0,2929218,0.0
1356,301561016,2017-01-25,24267585,24350000,MD,0.0494,1.34,0.656,keybank,0.0,82415,0.0
1357,491000009,2017-01-25,24257569,26007000,CA,0.0502,1.25,0.777,wells_fargo_bank,0.0,1749431,0.0
1358,303681023,2017-01-25,24245000,24245000,KY,0.0359,1.44,0.645,wells_fargo_bank,0.0,0,0.0
1359,17000006,2017-01-25,24221330,27147000,CA,0.0537,1.3,0.67,cwcapital,0.0,2925670,0.0
1360,303841016,2017-01-25,24204000,24204000,NV,0.0411,1.26,0.749,midland_loan_services,0.0,0,0.0
1361,304741049,2017-01-25,24200000,24200000,UT,0.045,1.39,0.716,keybank,0.0,0,0.0
1362,30310323,2017-01-25,24178491,24990000,KS,0.029237,2.39,0.643,wells_fargo_bank,0.0,811509,0.0
1363,302781021,2017-01-25,24150000,24150000,TX,0.0414,1.25,0.75,keybank,0.0,0,0.0
1364,304611020,2017-01-25,24149000,24149000,FL,0.0391,1.25,0.779,wells_fargo_bank,0.0,0,0.0
1365,30304063,2017-01-25,24148093,24650000,TX,0.0386,1.39,0.747,midland_loan_services,0.0,501907,0.0
1366,889100012,2017-01-25,24134974,25100000,TX,0.041,1.291,0.715,midland_loan_services,0.0,965026,0.0
1367,304901127,2017-01-25,24133000,24133000,TX,0.038,1.27,0.799,wells_fargo_bank,0.0,0,0.0
1368,30268917,2017-01-25,24105505,26000000,TX,0.0564,1.33,0.785,keybank,0.0,1894495,0.0
1369,10054697,2017-01-25,24105251,27000000,TN,0.054,1.382,0.712,wells_fargo_bank,0.0,2894749,0.0
1370,434000010,2017-01-25,24104844,27000000,IL,0.0549,1.31,0.726,cwcapital,0.0,2895156,0.0
1371,303171013,2017-01-25,24088005,25000000,PA,0.0418,1.32,0.748,cwcapital,0.0,911995,0.0
1372,301151020,2017-01-25,24080381,24800000,WA,0.0363,1.4,0.692,wells_fargo_bank,0.0,719619,0.0
1373,10102177,2017-01-25,24080000,24080000,NY,0.0404,1.33,0.8,cwcapital,0.0,0,0.0
1374,303841017,2017-01-25,24068000,24068000,GA,0.0395,1.35,0.67,midland_loan_services,0.0,0,0.0
1375,300591017,2017-01-25,24061010,24548000,CO,0.0358,1.3,0.8,cwcapital,0.0,486990,0.0
1376,303841018,2017-01-25,24045000,24045000,NC,0.0324,2.52,0.7,midland_loan_services,0.0,0,0.0
1377,301151022,2017-01-25,24022298,24640000,TX,0.041,1.26,0.758,wells_fargo_bank,0.0,617702,0.0
1378,300701017,2017-01-25,24003730,24328000,NJ,0.037,1.3,0.744,keybank,0.0,324270,0.0
1379,301901018,2017-01-25,24003000,24003000,MA,0.0416,2.01,0.473,wells_fargo_bank,0.0,0,0.0
1380,10096486,2017-01-25,24000000,24000000,IL,0.0388,1.25,0.658,wells_fargo_bank,0.0,0,0.0
1381,838100013,2017-01-25,23999634,24225000,VA,0.0487,1.283,0.671,keybank,0.0,225366,0.0
1382,10074290,2017-01-25,23988309,24950000,AL,0.0388,1.5,0.74,wells_fargo_bank,0.0,961691,0.0
1383,708279309,2017-01-25,23964442,24800000,NC,0.0393,1.37,0.75,cwcapital,0.0,835558,0.0
1384,10061520,2017-01-25,23958809,25600000,FL,0.0481,1.303,0.8,wells_fargo_bank,0.0,1641191,0.0
1385,301151019,2017-01-25,23947846,24999000,GA,0.0402,1.26,0.791,wells_fargo_bank,0.0,1051154,0.0
1386,300701015,2017-01-25,23946198,24767000,TX,0.0402,1.25,0.726,keybank,0.0,820802,0.0
1387,10098682,2017-01-25,23940000,23940000,FL,0.0367,1.25,0.776,wells_fargo_bank,0.0,0,0.0
1388,30310318,2017-01-25,23895000,23895000,CA,0.030537,1.51,0.75,wells_fargo_bank,0.0,0,0.0
1389,30305991,2017-01-25,23894414,25256000,NC,0.031337,1.59,0.768,keybank,0.0,1361586,0.0
1390,291000011,2017-01-25,23888164,24995000,AL,0.0412,1.27,0.757,midland_loan_services,0.0,1106836,0.0
1391,30285043,2017-01-25,23881714,25602000,GA,0.0455,1.27,0.686,wells_fargo_bank,0.0,1720286,0.0
1392,10073048,2017-01-25,23873729,25214000,FL,0.0309,1.72,0.693,cwcapital,0.0,1340271,0.0
1393,30310114,2017-01-25,23867000,23867000,TX,0.028837,1.61,0.725,cwcapital,0.0,0,0.0
1394,10102909,2017-01-25,23850000,23850000,FL,0.0351,1.45,0.709,midland_loan_services,0.0,0,0.0
1395,10069458,2017-01-25,23849257,24995000,MN,0.0334,1.34,0.741,wells_fargo_bank,0.0,1145743,0.0
1396,10069462,2017-01-25,23835000,23835000,FL,0.0395,1.92,0.568,wells_fargo_bank,0.0,0,0.0
1397,838100011,2017-01-25,23824907,26175000,NE,0.0507,1.258,0.744,keybank,0.0,2350093,0.0
1398,301901017,2017-01-25,23798893,24550000,TX,0.0467,1.25,0.754,wells_fargo_bank,0.0,751107,1.0
1399,10073005,2017-01-25,23798036,25045000,WA,0.0421,1.25,0.788,wells_fargo_bank,0.0,1246964,0.0
1400,300701016,2017-01-25,23797824,24525000,MN,0.0407,1.31,0.75,keybank,0.0,727176,0.0
1401,304991036,2017-01-25,23791000,23791000,FL,0.029537,1.47,0.788,c-iii_asset_management_llc,0.0,0,0.0
1402,300591016,2017-01-25,23789217,24600000,VA,0.0405,1.47,0.762,cwcapital,0.0,810783,0.0
1403,30308568,2017-01-25,23780000,23780000,FL,0.028537,1.49,0.793,midland_loan_services,0.0,0,0.0
1404,301901013,2017-01-25,23755518,24990000,WA,0.0441,1.32,0.666,wells_fargo_bank,0.0,1234482,0.0
1405,30288544,2017-01-25,23744788,23775000,CA,0.0421,1.272,0.795,keybank,0.0,30212,0.0
1406,10062318,2017-01-25,23741948,24574000,CO,0.0435,1.25,0.734,wells_fargo_bank,0.0,832052,0.0
1407,862100014,2017-01-25,23736285,25685000,FL,0.0458,1.25,0.767,wells_fargo_bank,0.0,1948715,0.0
1408,690100011,2017-01-25,23726200,26200000,VA,0.0508,1.43,0.744,cwcapital,0.0,2473800,0.0
1409,301901014,2017-01-25,23716961,24999000,AL,0.0452,1.35,0.67,wells_fargo_bank,0.0,1282039,0.0
1410,301901016,2017-01-25,23702802,24911000,CA,0.0451,1.25,0.619,wells_fargo_bank,0.0,1208198,0.0
1411,30268960,2017-01-25,23700000,23700000,MN,0.0551,1.712,0.608,keybank,0.0,0,0.0
1412,300501027,2017-01-25,23688341,24600000,AZ,0.034,1.55,0.649,midland_loan_services,0.0,911659,0.0
1413,10102176,2017-01-25,23685793,24375000,NE,0.0377,1.56,0.741,cwcapital,0.0,689207,0.0
1414,10081429,2017-01-25,23681327,24950000,TX,0.0353,1.39,0.73,midland_loan_services,0.0,1268673,0.0
1415,300701018,2017-01-25,23680102,24000000,MD,0.037,1.42,0.75,keybank,0.0,319898,0.0
1416,304221019,2017-01-25,23668000,23668000,MA,0.0376,1.25,0.635,cwcapital,0.0,0,0.0
1417,10085474,2017-01-25,23625000,23625000,MN,0.027037,1.62,0.75,keybank,0.0,0,0.0
1418,300501028,2017-01-25,23620000,23620000,GA,0.033,1.55,0.62,midland_loan_services,0.0,0,0.0
1419,30309582,2017-01-25,23600000,23600000,GA,0.031937,1.47,0.752,keybank,0.0,0,0.0
1420,305161010,2017-01-25,23600000,23600000,GA,0.0421,1.27,0.776,midland_loan_services,0.0,0,0.0
1421,303681024,2017-01-25,23600000,23600000,PA,0.0357,1.26,0.8,wells_fargo_bank,0.0,0,0.0
1422,305331011,2017-01-25,23580000,23580000,TX,0.0323,2.66,0.58,cwcapital,0.0,0,0.0
1423,227149431,2017-01-25,23574206,26600000,CA,0.0568,1.25,0.64,wells_fargo_bank,0.0,3025794,0.0
1424,833100017,2017-01-25,23565719,24400000,MN,0.0408,1.263,0.788,midland_loan_services,0.0,834281,0.0
1425,824100010,2017-01-25,23548303,24710000,WA,0.0379,1.333,0.683,keybank,0.0,1161697,0.0
1426,10081452,2017-01-25,23532251,23812000,GA,0.0371,1.54,0.746,midland_loan_services,0.0,279749,0.0
1427,10073917,2017-01-25,23531420,24500000,TX,0.0374,1.41,0.613,wells_fargo_bank,0.0,968580,0.0
1428,300591019,2017-01-25,23530070,24000000,TX,0.0365,1.41,0.68,cwcapital,0.0,469930,0.0
1429,305161011,2017-01-25,23520000,23520000,NY,0.0422,1.42,0.8,midland_loan_services,0.0,0,0.0
1430,304901128,2017-01-25,23500000,23500000,NY,0.0395,1.31,0.799,wells_fargo_bank,0.0,0,0.0
1431,10096487,2017-01-25,23482000,23482000,AZ,0.0413,1.88,0.643,wells_fargo_bank,0.0,0,0.0
1432,10074243,2017-01-25,23481236,24415000,TX,0.0369,1.48,0.531,wells_fargo_bank,0.0,933764,0.0
1433,301451015,2017-01-25,23470554,24950000,NC,0.0416,1.27,0.723,cwcapital,0.0,1479446,0.0
1434,300060023,2017-01-25,23463826,24050000,AL,0.0395,1.41,0.789,keybank,0.0,586174,0.0
1435,10098684,2017-01-25,23450000,23450000,SC,0.0375,1.38,0.78,wells_fargo_bank,0.0,0,0.0
1436,10074305,2017-01-25,23418844,25505000,PA,0.0341,1.36,0.715,wells_fargo_bank,0.0,2086156,0.0
1437,30268951,2017-01-25,23395581,26175000,AZ,0.0569,1.315,0.677,keybank,0.0,2779419,0.0
1438,30288534,2017-01-25,23385196,25700000,PA,0.0392,1.268,0.783,keybank,0.0,2314804,1.0
1439,30310072,2017-01-25,23370000,23370000,TX,0.030237,1.46,0.672,cwcapital,0.0,0,0.0
1440,30283198,2017-01-25,23352209,26000000,TX,0.0526,1.3,0.714,cwcapital,0.0,2647791,0.0
1441,820104831,2017-01-25,23301515,24912000,IA,0.0396,1.45,0.729,wells_fargo_bank,0.0,1610485,0.0
1442,301451016,2017-01-25,23291797,24500000,TX,0.0389,1.33,0.766,cwcapital,0.0,1208203,0.0
1443,10102910,2017-01-25,23280000,23280000,TX,0.0433,1.28,0.781,midland_loan_services,0.0,0,0.0
1444,303681025,2017-01-25,23280000,23280000,TX,0.0412,1.31,0.768,wells_fargo_bank,0.0,0,0.0
1445,10093654,2017-01-25,23278000,23278000,NH,0.0426,1.26,0.786,wells_fargo_bank,0.0,0,0.0
1446,30310321,2017-01-25,23275000,23275000,WA,0.028937,1.54,0.7,wells_fargo_bank,0.0,0,0.0
1447,303171015,2017-01-25,23275000,23275000,CO,0.04,1.91,0.695,cwcapital,0.0,0,0.0
1448,10069459,2017-01-25,23266225,24216000,TN,0.0355,1.47,0.759,wells_fargo_bank,0.0,949775,0.0
1449,46100014,2017-01-25,23258839,25390000,NE,0.0376,1.58,0.708,midland_loan_services,0.0,2131161,0.0
1450,301561018,2017-01-25,23247519,23698000,CO,0.0492,1.25,0.71,keybank,0.0,450481,0.0
1451,10074276,2017-01-25,23246946,25245000,FL,0.0374,1.35,0.694,wells_fargo_bank,0.0,1998054,0.0
1452,291000019,2017-01-25,23245701,23700000,MD,0.0384,1.25,0.748,keybank,0.0,454299,0.0
1453,10069461,2017-01-25,23235593,23900000,FL,0.0355,1.55,0.699,wells_fargo_bank,0.0,664407,0.0
1454,501164291,2017-01-25,23224291,24080000,VA,0.0387,1.394,0.676,berkadia,0.0,855709,0.0
1455,300911016,2017-01-25,23199497,23484000,PA,0.0355,1.37,0.788,keybank,0.0,284503,0.0
1456,300911014,2017-01-25,23172886,24820000,AZ,0.0381,1.34,0.68,keybank,0.0,1647114,0.0
1457,300340015,2017-01-25,23172139,23625000,MD,0.0384,1.26,0.75,keybank,0.0,452861,0.0
1458,714100017,2017-01-25,23148095,23800000,FL,0.0363,1.44,0.719,wells_fargo_bank_,0.0,651905,0.0
1459,301151024,2017-01-25,23105863,23700000,TX,0.041,1.25,0.752,wells_fargo_bank,0.0,594137,0.0
1460,30310439,2017-01-25,23100000,11550000,VA,0.029637,2.0,0.683,keybank,0.0,-11550000,0.0
1461,16000009,2017-01-25,23061184,24709000,IL,0.0582,1.25,0.772,cwcapital,0.0,1647816,0.0
1462,303841019,2017-01-25,23059940,24180000,WA,0.0328,1.56,0.642,midland_loan_services,0.0,1120060,0.0
1463,10064704,2017-01-25,23058567,40568000,CO,0.0395,1.26,0.76,cwcapital,0.0,17509433,0.0
1464,10064742,2017-01-25,23056408,48800000,NJ,0.051,1.27,0.8,cwcapital,0.0,25743592,0.0
1465,300701020,2017-01-25,23003778,23760000,FL,0.0394,1.29,0.718,keybank,0.0,756222,0.0
1466,30310442,2017-01-25,23000000,11500000,IL,0.029637,1.87,0.689,keybank,0.0,-11500000,0.0
1467,303171016,2017-01-25,23000000,23000000,CT,0.0412,1.26,0.735,cwcapital,0.0,0,0.0
1468,10096488,2017-01-25,23000000,23000000,CO,0.037,2.33,0.581,wells_fargo_bank,0.0,0,0.0
1469,10063601,2017-01-25,22997767,24995000,CO,0.0355,1.44,0.632,wells_fargo_bank,0.0,1997233,0.0
1470,838100012,2017-01-25,22990843,24800000,IL,0.0502,1.265,0.717,keybank,0.0,1809157,0.0
1471,862100017,2017-01-25,22975253,23191000,MD,0.0487,1.28,0.669,wells_fargo_bank,0.0,215747,0.0
1472,30268840,2017-01-25,22973837,24975000,TX,0.0541,1.41,0.624,"berkeley_point_capital,_llc",0.0,2001163,0.0
1473,820106615,2017-01-25,22955000,22955000,MD,0.0426,1.26,0.758,keybank,0.0,0,0.0
1474,501164309,2017-01-25,22954241,23800000,MD,0.0387,1.665,0.598,berkadia,0.0,845759,0.0
1475,302421018,2017-01-25,22953066,24500000,AZ,0.027937,1.76,0.695,midland_loan_services,0.0,1546934,0.0
1476,491000011,2017-01-25,22951939,24640000,IL,0.0492,1.25,0.8,wells_fargo_bank,0.0,1688061,0.0
1477,10098019,2017-01-25,22932000,22932000,GA,0.0383,2.1,0.65,wells_fargo_bank,0.0,0,0.0
1478,457000014,2017-01-25,22904688,24400000,NC,0.0562,1.31,0.793,keybank,0.0,1495312,0.0
1479,10098685,2017-01-25,22900000,22900000,TX,0.0343,2.31,0.65,wells_fargo_bank,0.0,0,0.0
1480,860100013,2017-01-25,22892077,25000000,MO,0.0513,1.25,0.783,wells_fargo_bank,0.0,2107923,0.0
1481,10064757,2017-01-25,22885602,24950000,MI,0.0396,1.75,0.73,cwcapital,0.0,2064398,0.0
1482,10064728,2017-01-25,22883344,7500000,WI,0.0433,1.6,0.746,cwcapital,0.0,-15383344,0.0
1483,30268878,2017-01-25,22881797,25853000,TX,0.0555,1.355,0.787,"berkeley_point_capital,_llc",0.0,2971203,0.0
1484,30309073,2017-01-25,22880000,22880000,WA,0.024637,1.65,0.786,trimont,0.0,0,0.0
1485,303681026,2017-01-25,22880000,22880000,KY,0.0359,1.71,0.65,wells_fargo_bank,0.0,0,0.0
1486,824100011,2017-01-25,22875952,24450000,OH,0.0426,1.427,0.75,keybank,0.0,1574048,0.0
1487,10098683,2017-01-25,22857282,23600000,UT,0.04,1.35,0.737,wells_fargo_bank,0.0,742718,0.0
1488,30304054,2017-01-25,22855971,23900000,NC,0.0381,1.26,0.75,midland_loan_services,0.0,1044029,0.0
1489,30268918,2017-01-25,22853740,24720000,DE,0.0545,1.292,0.8,keybank,0.0,1866260,0.0
1490,300911018,2017-01-25,22842418,23151000,NJ,0.037,1.37,0.718,keybank,0.0,308582,0.0
1491,889100015,2017-01-25,22811878,23724000,TX,0.041,1.372,0.648,midland_loan_services,0.0,912122,0.0
1492,10096489,2017-01-25,22807000,22807000,AZ,0.0413,1.88,0.627,wells_fargo_bank,0.0,0,0.0
1493,10091342,2017-01-25,22806355,23000000,TX,0.0391,1.4,0.676,"berkeley_point_capital,_llc",0.0,193645,0.0
1494,10073754,2017-01-25,22803949,24990000,CA,0.0363,1.44,0.654,wells_fargo_bank,0.0,2186051,0.0
1495,10093609,2017-01-25,22800000,22800000,AZ,0.0377,1.26,0.687,wells_fargo_bank,0.0,0,0.0
1497,10098686,2017-01-25,22800000,22800000,GA,0.0374,1.26,0.773,wells_fargo_bank,0.0,0,0.0
1498,301561019,2017-01-25,22793665,22961000,NY,0.0462,1.3,0.741,keybank,0.0,167335,0.0
1499,30310418,2017-01-25,22790000,11395000,FL,0.029637,2.31,0.7,keybank,0.0,-11395000,0.0
1500,300911019,2017-01-25,22783280,23020000,TX,0.0372,1.27,0.737,keybank,0.0,236720,0.0
1501,303841021,2017-01-25,22771000,22771000,AZ,0.038,1.98,0.651,midland_loan_services,0.0,0,0.0
1502,10062277,2017-01-25,22762095,24990000,FL,0.0421,1.424,0.696,wells_fargo_bank,0.0,2227905,0.0
1503,301901020,2017-01-25,22759178,23500000,TX,0.0429,1.26,0.704,wells_fargo_bank,0.0,740822,0.0
1504,501164316,2017-01-25,22751703,23590000,VA,0.0387,1.291,0.652,berkadia,0.0,838297,0.0
1505,501164322,2017-01-25,22751703,23590000,MD,0.0387,1.434,0.715,berkadia,0.0,838297,0.0
1506,833100019,2017-01-25,22750000,22750000,IL,0.0391,2.08,0.633,midland_loan_services,0.0,0,0.0
1507,10081468,2017-01-25,22750000,22750000,GA,0.0377,2.41,0.65,midland_loan_services,0.0,0,0.0
1508,30309592,2017-01-25,22748000,22748000,TX,0.026887,1.69,0.747,keybank,0.0,0,0.0
1509,302521014,2017-01-25,22737276,23849000,CO,0.042,1.3,0.731,wells_fargo_bank,0.0,1111724,0.0
1510,300060022,2017-01-25,22727302,24990000,CA,0.0305,1.98,0.473,keybank,0.0,2262698,0.0
1511,941007669,2017-01-25,22705743,24900000,MD,0.0438,1.33,0.697,cwcapital,0.0,2194257,0.0
1512,10074232,2017-01-25,22700000,22700000,CA,0.0415,1.3,0.702,wells_fargo_bank,0.0,0,0.0
1513,304991037,2017-01-25,22690000,22690000,NC,0.025137,1.52,0.786,c-iii_asset_management_llc,0.0,0,0.0
1514,534402712,2017-01-25,22682398,12254000,CA,0.0434,1.29,0.583,wells_fargo_bank,0.0,-10428398,0.0
1515,838100015,2017-01-25,22639703,23907000,IN,0.0505,1.34,0.747,keybank,0.0,1267297,0.0
1516,820104747,2017-01-25,22635317,24200000,NY,0.0381,10.19,0.062,keybank,0.0,1564683,0.0
1517,456000013,2017-01-25,22634703,25350000,MA,0.054,1.43,0.745,keybank,0.0,2715297,0.0
1518,300911017,2017-01-25,22629060,23345000,MA,0.0389,1.36,0.792,keybank,0.0,715940,0.0
1519,300911015,2017-01-25,22627891,24300000,IN,0.036,1.31,0.718,keybank,0.0,1672109,0.0
1520,818100017,2017-01-25,22625650,25000000,AL,0.0405,1.363,0.769,cwcapital,0.0,2374350,0.0
1521,30308570,2017-01-25,22617284,22700000,AZ,0.025837,1.59,0.735,midland_loan_services,0.0,82716,0.0
1522,714100018,2017-01-25,22603662,23250000,AZ,0.0355,1.55,0.638,wells_fargo_bank_,0.0,646338,0.0
1523,301901019,2017-01-25,22600489,23800000,UT,0.043,1.25,0.731,wells_fargo_bank,0.0,1199511,0.0
1524,305161012,2017-01-25,22600000,22600000,WI,0.043,1.26,0.769,midland_loan_services,0.0,0,0.0
1525,304741012,2017-01-25,22578000,22578000,TX,0.0454,1.34,0.721,keybank,0.0,0,0.0
1526,708064337,2017-01-25,22550000,11275000,TX,0.0426,1.722,0.529,wells_fargo_bank,0.0,-11275000,0.0
1527,300340014,2017-01-25,22523953,24000000,MD,0.0381,1.32,0.696,keybank,0.0,1476047,0.0
1528,10102911,2017-01-25,22500000,22500000,UT,0.0459,1.25,0.784,midland_loan_services,0.0,0,0.0
1529,10073909,2017-01-25,22490729,23900000,KY,0.0374,1.44,0.733,wells_fargo_bank,0.0,1409271,0.0
1530,10073915,2017-01-25,22478747,22930000,NC,0.0404,1.26,0.771,wells_fargo_bank,0.0,451253,0.0
1531,30304101,2017-01-25,22473876,24575000,TX,0.0374,1.35,0.794,midland_loan_services,0.0,2101124,0.0
1532,30309851,2017-01-25,22457000,22457000,CA,0.027937,3.15,0.638,"berkeley_point_capital,_llc",0.0,0,0.0
1533,10084985,2017-01-25,22450000,22450000,CO,0.0493,1.25,0.731,cwcapital,0.0,0,0.0
1534,303841020,2017-01-25,22431683,23377900,FL,0.0477,1.79,0.589,midland_loan_services,0.0,946217,0.0
1535,862100016,2017-01-25,22420847,23700000,CA,0.0481,1.27,0.666,wells_fargo_bank,0.0,1279153,0.0
1536,10096490,2017-01-25,22417000,22417000,CO,0.04,1.28,0.773,wells_fargo_bank,0.0,0,0.0
1537,300701019,2017-01-25,22414982,24075000,AZ,0.04,1.39,0.745,keybank,0.0,1660018,0.0
1538,291000007,2017-01-25,22408944,23000000,FL,0.0397,1.27,0.742,midland_loan_services,0.0,591056,0.0
1539,300340017,2017-01-25,22400000,22400000,CO,0.0389,1.29,0.78,keybank,0.0,0,0.0
1540,10082662,2017-01-25,22393845,23248000,CA,0.0474,1.25,0.567,wells_fargo_bank,0.0,854155,0.0
1541,10069460,2017-01-25,22386761,24350000,WA,0.0363,1.3,0.719,wells_fargo_bank,0.0,1963239,0.0
1542,504140809,2017-01-25,22376703,25052000,PA,0.0636,1.47,0.61,freddie_mac,0.0,2675297,1.0
1543,889100014,2017-01-25,22373476,23760000,CA,0.0395,1.271,0.511,midland_loan_services,0.0,1386524,0.0
1544,10102912,2017-01-25,22366000,22366000,WA,0.0393,1.86,0.65,midland_loan_services,0.0,0,0.0
1545,302521015,2017-01-25,22364580,23435000,FL,0.0395,1.57,0.739,wells_fargo_bank,0.0,1070420,0.0
1546,303681028,2017-01-25,22350000,22350000,CO,0.0393,1.25,0.723,wells_fargo_bank,0.0,0,0.0
1547,714100016,2017-01-25,22331764,23925000,OH,0.0364,1.51,0.75,wells_fargo_bank_,0.0,1593236,0.0
1548,10073762,2017-01-25,22329240,23400000,WI,0.0394,1.29,0.782,wells_fargo_bank,0.0,1070760,0.0
1549,820102765,2017-01-25,22324272,23340000,NC,0.0457,1.3,0.8,keybank,0.0,1015728,0.0
1550,301151023,2017-01-25,22311489,24000000,NY,0.0347,1.98,0.521,wells_fargo_bank,0.0,1688511,0.0
1551,10054710,2017-01-25,22308479,24999000,NE,0.0554,1.254,0.754,wells_fargo_bank,0.0,2690521,0.0
1552,300060026,2017-01-25,22305238,23240000,TX,0.0407,1.37,0.757,keybank,0.0,934762,0.0
1553,10098687,2017-01-25,22300000,22300000,CA,0.0364,1.29,0.765,wells_fargo_bank,0.0,0,0.0
1554,10064692,2017-01-25,22285915,22895000,GA,0.0436,1.33,0.781,cwcapital,0.0,609085,0.0
1555,30268919,2017-01-25,22282302,23960000,CA,0.0585,1.301,0.759,keybank,0.0,1677698,0.0
1556,10064716,2017-01-25,22282000,5950000,AR,0.0404,1.55,0.72,cwcapital,0.0,-16332000,0.0
1557,10092432,2017-01-25,22281000,22281000,TN,0.0415,1.3,0.7,midland_loan_services,0.0,0,0.0
1558,17000008,2017-01-25,22279672,24950000,CA,0.0541,1.49,0.667,cwcapital,0.0,2670328,0.0
1559,10096491,2017-01-25,22275000,22275000,NY,0.042,1.28,0.8,wells_fargo_bank,0.0,0,0.0
1560,304901129,2017-01-25,22272260,22560000,GA,0.0393,1.26,0.797,wells_fargo_bank,0.0,287740,1.0
1561,889100018,2017-01-25,22271389,22350000,CA,0.0476,1.435,0.594,midland_loan_services,0.0,78611,1.0
1562,304991038,2017-01-25,22250000,22250000,FL,0.025037,1.58,0.739,c-iii_asset_management_llc,0.0,0,0.0
