,lnno,mrtg_status,quarter,amt_upb_endg,amt_upb_pch,code_st,rate_int,rate_dcr
206098,601870968,100,2016-03-31,7400967.74,7755000.0,GA,0.0531,1.832
206280,602259942,100,2016-03-31,57637114.49,66500000.0,CA,0.0585,1.102
206335,602265002,100,2016-03-31,8834566.16,11250000.0,CA,0.0656,1.528
206422,602412504,100,2016-03-31,263815.19,472000.0,IN,0.0647,1.101
206483,602834708,100,2016-03-31,2864464.15,2939000.0,LA,0.0646,1.222
206554,603258942,100,2016-03-31,4340000.0,4340000.0,CA,0.0597,2.314
206758,603277002,100,2016-03-31,18760923.71,25000000.0,NY,0.0562,1.866
206788,603413504,100,2016-03-31,13634630.03,15047000.0,CA,0.0639,1.172
206939,603871968,100,2016-03-31,4837489.41,5300000.0,NY,0.0606,3.796
207221,604779487,100,2016-03-31,20500000.0,20500000.0,CA,0.0574,1.504
207222,604864708,100,2016-03-31,16906000.0,16906000.0,CA,0.032905,2.0608252
207335,605779487,100,2016-03-31,18850209.19,19662000.0,WA,0.0556,1.374
207350,605805708,100,2016-03-31,1778047.06,1900000.0,MN,0.0402,1.383
207353,605813708,100,2016-03-31,2645550.1,2679000.0,CA,0.036205,1.312
207390,606097940,100,2016-03-31,3674001.07,4300000.0,WI,0.0583,1.265
207424,606259942,100,2016-03-31,61537370.71,71000000.0,CA,0.0585,1.101
207467,606412504,100,2016-03-31,1212555.35,1302000.0,CA,0.0639,1.263
207536,606813708,100,2016-03-31,2502827.6,2534000.0,CA,0.037005,1.293
207625,607233932,100,2016-03-31,11120000.0,11120000.0,CA,0.028105,2.4565859
207756,607412504,100,2016-03-31,550386.7,1089000.0,CA,0.0654,1.232
207794,607813708,100,2016-03-31,2590249.32,2623000.0,CA,0.036205,1.36
207831,608097940,100,2016-03-31,1459857.07,1700000.0,OH,0.0553,1.319
208663,610439534,100,2016-03-31,1762883.27,1870572.53,MS,0.0708,1.411
208728,610777487,100,2016-03-31,14769673.65,15356914.0,PA,0.0574,1.451
208770,611097940,100,2016-03-31,4276378.19,4672000.0,MN,0.0568,1.406
209095,612097940,100,2016-03-31,11418624.58,12475000.0,MN,0.0568,1.402
209259,612777487,100,2016-03-31,7409403.24,7704000.0,DE,0.0574,1.495
209291,612778487,500,2016-03-31,,13600000.0,MO,0.029405,1.714
209357,613097940,100,2016-03-31,10970117.04,11985000.0,MN,0.0568,1.356
209625,613869968,100,2016-03-31,327468.98,500000.0,NY,0.0608,6.34
209646,613872968,100,2016-03-31,2728734.12,2900000.0,GA,0.06963,1.25
209683,614098940,100,2016-03-31,3759748.6,4000000.0,MD,0.053,2.218
209779,614276002,100,2016-03-31,3479593.59,4000000.0,TX,0.0661,1.152
209809,614411504,100,2016-03-31,9808856.64,10975000.0,VA,0.0586,2.668
209868,614779487,100,2016-03-31,17955069.66,20500000.0,WA,0.0572,1.273
209907,614869968,100,2016-03-31,5579686.53,6400000.0,PA,0.0666,1.221
209941,615097940,100,2016-03-31,3880190.52,4050000.0,TX,0.0602,1.484
209972,615258942,100,2016-03-31,14596340.09,16450000.0,CA,0.0575,1.227
210084,615411504,100,2016-03-31,44828616.89,49685000.0,CA,0.0617,1.25
210172,615777487,100,2016-03-31,5466025.26,5866500.0,GA,0.0569,1.678
210244,616259942,100,2016-03-31,54170220.79,62500000.0,CA,0.0585,1.102
210343,616778487,100,2016-03-31,17808991.25,18500000.0,TX,0.0555,1.457
210346,616855708,100,2016-03-31,4966554.27,5000000.0,NM,0.0523,1.313
210562,617806708,100,2016-03-31,3337384.86,3577461.53,CA,0.0543,1.87
210644,618097940,100,2016-03-31,2979118.55,3100000.0,TX,0.0611,1.448
210799,618779487,100,2016-03-31,12720000.0,12720000.0,WA,0.0588,1.475
210834,619259942,100,2016-03-31,20250000.0,20250000.0,AZ,0.0598,1.34
210930,619270002,100,2016-03-31,1394923.17,2000000.0,FL,0.0625,1.37
211095,619869968,100,2016-03-31,1074280.53,1350000.0,NJ,0.0642,2.091
211261,620777487,100,2016-03-31,784024.79,875000.0,NH,0.0659,1.328
211263,620824708,100,2016-03-31,9800000.0,9800000.0,NV,0.028405,2.6041995
211483,621777487,100,2016-03-31,668222.19,745760.0,NH,0.0659,1.32
211561,622098940,100,2016-03-31,21172081.71,22400000.0,NC,0.0578,1.415
211825,622777487,100,2016-03-31,603000.34,672970.0,NH,0.0659,1.315
211988,623834708,100,2016-03-31,4624935.85,4672000.0,NY,0.0569,1.334
212244,625097940,100,2016-03-31,3200319.41,3445000.0,TX,0.0599,1.469
212437,625410504,100,2016-03-31,14826651.34,16800000.0,CA,0.0551,1.222
212508,626098940,500,2016-03-31,,22741000.0,NC,0.0584,1.397
212603,626259942,100,2016-03-31,26000000.0,26000000.0,CA,0.0589,1.447
212754,626871968,100,2016-03-31,28938968.19,31242000.0,NY,0.0616,1.295
212901,627259942,100,2016-03-31,22600000.0,22600000.0,CA,0.0585,1.415
213022,627277002,100,2016-03-31,7148345.34,15699000.0,MA,0.0572,1.48
213077,627414504,100,2016-03-31,4018203.72,4450000.0,PA,0.0614,1.219
213142,627821708,100,2016-03-31,5821000.0,5821000.0,NJ,0.0479,1.3963187
213182,628259942,100,2016-03-31,43000000.0,43000000.0,CA,0.0585,1.41
213304,628277002,100,2016-03-31,27857555.02,61180000.0,NH,0.0572,1.483
213306,628815708,100,2016-03-31,10996000.0,10996000.0,OR,0.029105,2.3988161
213330,628871968,100,2016-03-31,25225495.28,27233000.0,NY,0.0616,1.316
213463,629815708,100,2016-03-31,9600000.0,9600000.0,OR,0.027605,2.8066913
213465,629823708,100,2016-03-31,4200000.0,4200000.0,MI,0.047905,2.162766
213489,629871968,100,2016-03-31,27772776.77,29983000.0,NY,0.0616,1.343
213759,630777487,100,2016-03-31,1339422.28,1500000.0,NH,0.0643,1.326
213774,630823708,100,2016-03-31,14420000.0,14420000.0,MI,0.047905,2.1329266
213776,630824708,100,2016-03-31,14230729.72,14300000.0,VA,0.0484,1.2070346
213834,631099940,100,2016-03-31,3746683.69,3799395.34,TX,0.0842,1.204
213977,631277002,100,2016-03-31,2552970.24,5629000.0,MA,0.0581,1.496
214041,631823708,100,2016-03-31,4200000.0,4200000.0,MI,0.047905,2.0142196
214058,632100941,100,2016-03-31,4664465.58,4832000.0,NJ,0.06056,1.15
214130,632259942,100,2016-03-31,5136984.55,5868000.0,CA,0.0547,1.15
214202,632277002,100,2016-03-31,7619423.2,16840000.0,MA,0.0576,1.48
214204,632815708,100,2016-03-31,12525000.0,12525000.0,WA,0.029005,2.5668861
214206,632823708,100,2016-03-31,9506000.0,9506000.0,MI,0.047905,1.8382603
214261,633098940,100,2016-03-31,6682077.95,7800000.0,MD,0.0619,1.239
214433,633414504,500,2016-03-31,,1425000.0,GA,0.0599,1.499
214523,634098940,100,2016-03-31,7011986.34,8200000.0,MD,0.0567,1.304
214668,634413504,100,2016-03-31,5021785.31,5565000.0,OR,0.0633,1.204
214730,634690946,100,2016-03-31,3276380.95,3475000.0,TX,0.0659,1.151
214732,634815708,100,2016-03-31,30200000.0,30200000.0,WA,0.027205,2.5100016
214769,635097940,100,2016-03-31,9115089.26,10200000.0,IN,0.0555,1.501
214793,635099940,100,2016-03-31,2764401.66,3000000.0,TN,0.033705,5.063
215004,636097940,500,2016-03-31,,7680000.0,MN,0.029295,1.297
215208,636439534,100,2016-03-31,3635464.85,3748000.0,TX,0.073,1.435
215822,638777487,100,2016-03-31,1339422.28,1500000.0,NH,0.0643,1.342
216094,639410504,100,2016-03-31,9379964.31,10500000.0,OH,0.0606,2.304
216124,639414504,100,2016-03-31,5429465.99,6000000.0,NY,0.0632,1.455
216152,639436534,100,2016-03-31,24890136.86,27247000.0,AZ,0.065,1.3
216185,639777487,100,2016-03-31,931952.55,1042537.18,NH,0.0643,1.331
216223,639869968,500,2016-03-31,,6950000.0,NY,0.0632,1.69
216262,640241932,100,2016-03-31,11000000.0,11000000.0,CA,0.042105,5.747
216433,640779487,100,2016-03-31,3881695.56,4394806.92,OR,0.0589,1.15
216470,640869968,100,2016-03-31,3454809.95,4000000.0,NY,0.0629,1.559
216793,641414504,100,2016-03-31,1330005.31,1450000.0,NJ,0.0673,1.212
216834,641690946,100,2016-03-31,6238897.22,7500000.0,CO,0.0602,1.151
216867,641777487,100,2016-03-31,1785896.0,2000000.0,NH,0.0643,1.341
216901,641779487,100,2016-03-31,9442841.4,10750000.0,OR,0.0592,1.363
217499,643439534,100,2016-03-31,15567807.07,17450000.0,CA,0.036405,1.525
217642,644096940,100,2016-03-31,5022707.19,6000000.0,IL,0.029405,1.203
217909,644857708,100,2016-03-31,3283513.71,3295794.6,MN,0.0468,1.508
217960,645098940,100,2016-03-31,4705950.81,8200000.0,GA,0.0565,1.528
218250,645777487,100,2016-03-31,4402207.73,5000000.0,NY,0.0556,1.283
218283,645779487,100,2016-03-31,8264065.14,8850000.0,CA,0.0585,1.475
218431,646258942,100,2016-03-31,59909335.88,68000000.0,CA,0.0567,1.15
218676,646777487,100,2016-03-31,2424617.05,2750000.0,NY,0.0562,1.213
218759,647098940,100,2016-03-31,10931793.1,12000000.0,GA,0.0569,1.49
219019,648414504,100,2016-03-31,3688294.96,4100000.0,IN,0.0595,1.609
219283,649412504,100,2016-03-31,17230354.95,18350000.0,AZ,0.0607,1.651
219307,649438534,100,2016-03-31,2171873.16,2415000.0,FL,0.046905,1.809
219439,649777487,100,2016-03-31,5282649.58,6000000.0,NY,0.0556,1.271
219744,650412504,100,2016-03-31,22907736.01,24829710.91,CA,0.0702,1.455
219830,651098940,100,2016-03-31,1650000.0,1650000.0,LA,0.0586,1.991
220266,652277002,100,2016-03-31,194194.76,1200000.0,PA,0.0618,1.29
220329,652777487,100,2016-03-31,2424581.57,2750000.0,NY,0.0562,1.222
220473,653259942,100,2016-03-31,75667353.48,86650000.0,CA,0.0602,1.15
220608,653277002,100,2016-03-31,4806964.43,7300000.0,NJ,0.0605,1.748
220673,653819708,100,2016-03-31,17389712.02,18000000.0,NY,0.0461,5.5382604
220700,653871948,100,2016-03-31,1117455.42,1219000.0,MI,0.069,1.322
220966,654436534,100,2016-03-31,3615148.91,4000000.0,AZ,0.06,1.416
221012,654777487,100,2016-03-31,4842428.07,5500000.0,NY,0.0556,1.468
221026,654807708,100,2016-03-31,2230419.67,2500000.0,TX,0.0433,1.418
221067,654871948,100,2016-03-31,10384660.19,10500000.0,DC,0.0717,1.228
221175,655121981,100,2016-03-31,1716171.89,3200000.0,CA,0.075,0.0
221545,655777487,100,2016-03-31,1233713.69,1400000.0,NJ,0.0568,1.465
221583,655869968,500,2016-03-31,,2700000.0,NY,0.061,3.324
222326,657778487,100,2016-03-31,1500000.0,1500000.0,CA,0.0637,1.585
222361,657871948,100,2016-03-31,21942231.74,22940000.0,CA,0.0598,1.631
222404,658098940,100,2016-03-31,56700000.0,56700000.0,MD,0.053,1.501
222521,658258942,100,2016-03-31,2558517.48,3000000.0,CO,0.0565,1.741
222774,658872968,100,2016-03-31,24071324.56,25500000.0,IL,0.036205,2.518
222817,659098940,100,2016-03-31,6748105.59,7150000.0,GA,0.0565,1.501
223004,659273002,100,2016-03-31,2950234.83,4500000.0,MN,0.0735,1.273
223167,659412504,100,2016-03-31,9449135.3,10500000.0,CA,0.034405,3.064
223199,659777487,100,2016-03-31,831314.25,950000.0,NY,0.0701,1.256
223232,659823708,100,2016-03-31,4569530.23,4614208.67,MD,0.0477,1.5619145
223348,660258942,100,2016-03-31,34872000.0,34872000.0,CA,0.0622,1.35
223566,660778487,100,2016-03-31,4910323.81,5400000.0,OH,0.0609,1.506
223590,660871948,100,2016-03-31,3542899.48,3775000.0,LA,0.0707,1.152
223628,661098940,100,2016-03-31,11112020.99,12200000.0,TN,0.0568,1.478
223686,661259942,100,2016-03-31,13164695.51,15000000.0,OR,0.0595,1.445
223933,661814708,100,2016-03-31,4154241.0,4200000.0,WA,0.036405,1.397
223974,662119981,100,2016-03-31,4666065.88,5192741.12,AR,0.039505,1.559
224126,662412504,100,2016-03-31,3411665.64,3724823.97,TX,0.0673,1.171
224206,662779487,500,2016-03-31,,14500000.0,CA,0.0593,1.395
224267,663096940,500,2016-03-31,,6300000.0,TX,0.02925,2.183
224615,663412504,100,2016-03-31,3556876.85,3875161.4,TX,0.0688,1.157
224788,664121981,100,2016-03-31,2321276.39,4500000.0,WA,0.072,0.0
224832,664258942,100,2016-03-31,14858000.0,14858000.0,AZ,0.0579,1.836
224866,664259942,100,2016-03-31,73396896.15,84050000.0,CA,0.0602,1.15
224972,664807708,100,2016-03-31,12419000.0,12419000.0,MA,0.0457,2.2506721
225355,666259942,100,2016-03-31,77108220.58,88300000.0,CA,0.0602,1.15
225561,667258942,100,2016-03-31,11061000.0,11061000.0,UT,0.0579,1.871
225703,667439534,100,2016-03-31,1690112.03,1718000.0,FL,0.0809,1.204
225736,667779487,100,2016-03-31,11466650.3,12363000.0,AZ,0.056,1.499
225842,668259942,100,2016-03-31,66927723.71,76500000.0,CA,0.0602,1.152
225989,668819708,100,2016-03-31,19178519.91,20830000.0,NY,0.0426,4.4446091
226575,670274002,100,2016-03-31,2385132.2,2997191.69,WI,0.0632,1.381
226707,670869968,100,2016-03-31,7458999.9,7459000.0,NJ,0.0636,2.19
226756,671096940,500,2016-03-31,,5800000.0,KS,0.0537,1.525
226967,671438534,100,2016-03-31,2222480.8,2250000.0,TX,0.0893,1.661
227057,671779487,100,2016-03-31,7415494.49,8500000.0,WA,0.0542,1.444
227096,671869968,100,2016-03-31,3997000.0,3997000.0,NJ,0.0686,1.987
227330,672869968,100,2016-03-31,8066999.87,8067000.0,NJ,0.0631,2.313
227783,674712947,100,2016-03-31,1388738.34,1505000.0,GA,0.0684,2.778
227877,675233932,100,2016-03-31,25814500.0,25814500.0,GA,0.030805,2.3616124
228132,675712947,100,2016-03-31,3759859.12,4085385.0,GA,0.0677,1.386
228375,676410504,100,2016-03-31,5141036.12,5750000.0,MI,0.061,1.501
228401,676871968,100,2016-03-31,42868696.74,46755000.0,NY,0.0623,1.311
228492,677098940,100,2016-03-31,5498890.05,6125000.0,NC,0.0585,1.498
228700,677275002,100,2016-03-31,1779479.73,12000000.0,IL,0.0539,3.318
228884,678258942,100,2016-03-31,2464403.14,2800000.0,CA,0.0635,1.95
228900,678809708,100,2016-03-31,5260204.1,5506868.48,NC,0.0544,1.607
229001,679098940,100,2016-03-31,17900000.0,17900000.0,VA,0.0562,1.596
229037,679258942,100,2016-03-31,650426.62,739000.0,CA,0.0635,2.035
229356,680258942,100,2016-03-31,2288374.13,2600000.0,CA,0.0635,2.698
229390,680259942,100,2016-03-31,65274215.42,74610000.0,CA,0.0602,1.15
229515,680414504,100,2016-03-31,10083968.12,11300000.0,CA,0.029405,1.306
229600,681096940,500,2016-03-31,,3300000.0,OH,0.0573,1.278
229625,681097940,100,2016-03-31,18451945.59,19100000.0,SD,0.0619,1.484
229946,681414504,500,2016-03-31,,114375000.0,VA,0.02925,1.691
230000,682099940,100,2016-03-31,1896025.1,1941000.0,TX,0.0815,1.586
230243,682777487,100,2016-03-31,4788518.43,6500000.0,NY,0.0578,1.171
230321,683258942,100,2016-03-31,76098209.92,90200000.0,CA,0.0582,1.2
230474,683413504,100,2016-03-31,3742286.55,4120000.0,PA,0.066,1.204
230484,683418504,100,2016-03-31,7165530.0,7370000.0,OR,0.0638,1.981
230531,684099940,100,2016-03-31,537831.94,606000.0,TX,0.082,1.116
230729,684777487,100,2016-03-31,3547492.26,4000000.0,NY,0.0581,1.42
230895,685258942,100,2016-03-31,95924239.96,113700000.0,CA,0.0582,1.2
231126,685869968,100,2016-03-31,2370855.54,2750000.0,PA,0.0618,1.221
231329,686439534,100,2016-03-31,508765.07,520000.0,LA,0.0764,1.202
231366,687098940,100,2016-03-31,23885009.14,24500000.0,MS,0.0566,1.474
231431,687120981,100,2016-03-31,1822610.43,2700000.0,MN,0.0692,0.0
231693,687412504,100,2016-03-31,108914736.75,119314406.53,FL,0.0617,1.3
231717,687438534,100,2016-03-31,8546929.02,9242493.81,WA,0.0608,1.385
231731,687439534,100,2016-03-31,1200489.27,1227000.0,LA,0.0764,1.261
231763,687777487,100,2016-03-31,9535498.9,11450000.0,PA,0.0598,1.571
232051,688264002,500,2016-03-31,,4440000.0,AZ,0.0786,1.291
232162,688276002,100,2016-03-31,10972543.58,15000000.0,KS,0.0501,1.282
232301,689098940,500,2016-03-31,,2600000.0,TN,0.0564,1.483
232381,689410504,500,2016-03-31,,11500000.0,MI,0.064,1.309
232413,689777487,100,2016-03-31,13366354.54,16050000.0,PA,0.0598,1.606
232416,689815708,100,2016-03-31,72500000.0,72500000.0,WA,0.027605,2.4809609
233109,692097940,500,2016-03-31,,11200000.0,TX,0.0542,1.5
233278,692273002,100,2016-03-31,2556869.46,3900000.0,MN,0.0735,1.256
233432,692869968,100,2016-03-31,3096780.3,3611737.44,NJ,0.0567,1.337
233733,693412504,100,2016-03-31,528149.97,575183.75,WV,0.0692,1.16
234017,694277002,100,2016-03-31,496103.29,2500000.0,NY,0.0537,1.926
234079,694418504,100,2016-03-31,10776136.83,11200000.0,CA,0.0482,1.401
234136,694869968,100,2016-03-31,4697025.91,5500000.0,PA,0.0639,1.226
234355,695275002,100,2016-03-31,1691973.07,2400000.0,WI,0.0609,1.332
234509,696096940,100,2016-03-31,2318708.88,2760000.0,ND,0.0554,1.41
234699,696870968,100,2016-03-31,3900548.73,5000000.0,CA,0.0579,2.269
234895,697277002,100,2016-03-31,1153233.03,1500000.0,NY,0.0635,2.964
235082,698097940,100,2016-03-31,10000000.0,10000000.0,WI,0.0555,2.178
235757,699436534,100,2016-03-31,4497591.44,5000000.0,IL,0.0576,2.873
235888,700259942,100,2016-03-31,14885696.15,20400000.0,CA,0.0606,1.332
236016,700412504,100,2016-03-31,4918147.38,5337000.0,CO,0.0676,1.662
236209,701277002,100,2016-03-31,616339.69,1275000.0,NJ,0.0631,1.427
236236,701412504,100,2016-03-31,9548779.95,10362000.0,WA,0.0676,1.835
236361,702259942,100,2016-03-31,20520029.63,23900000.0,AZ,0.0522,1.4
236578,702779487,100,2016-03-31,18007000.0,18007000.0,CA,0.0621,1.422
236614,703097940,100,2016-03-31,5192925.62,5800000.0,TX,0.0553,1.623
236719,703437534,100,2016-03-31,3423416.36,3750000.0,MT,0.0598,1.438
236941,704779487,100,2016-03-31,22347714.33,24497000.0,WA,0.0569,1.466
236944,704815708,100,2016-03-31,7242308.8,7300000.0,CA,0.0438,1.4610089
237157,705274002,100,2016-03-31,1081259.32,1360000.0,WI,0.0632,1.36
237263,705869968,100,2016-03-31,3437993.33,4000000.0,NY,0.0619,1.458
237509,706871968,100,2016-03-31,11688786.64,13755210.36,MD,0.030385,3.991
237557,707097940,100,2016-03-31,4804059.95,6344995.33,TX,0.014905,1.217
237666,707413504,100,2016-03-31,3339373.84,3700000.0,NJ,0.0627,2.39
237735,707779487,100,2016-03-31,30000000.0,30000000.0,AZ,0.0573,1.415
237774,707869968,100,2016-03-31,5546329.37,6500000.0,CT,0.0587,1.528
237868,708098940,100,2016-03-31,5141239.2,6000000.0,SC,0.0545,1.503
238099,708815708,100,2016-03-31,4242048.74,4275000.0,CA,0.0451,1.3079943
238175,709259942,100,2016-03-31,7847587.35,8200000.0,CA,0.0604,1.437
238361,709815708,100,2016-03-31,3560227.41,3583000.0,CA,0.0452,1.2503327
238426,710096940,500,2016-03-31,,3330420.05,TX,0.0562,1.332
238517,710251002,100,2016-03-31,1690340.36,5600000.0,MD,0.0779,1.283
238692,710815708,100,2016-03-31,32374209.17,32550000.0,CA,0.0427,1.221763
238695,711233932,100,2016-03-31,36150000.0,36150000.0,NV,0.029705,1.8934309
238788,711259942,100,2016-03-31,16750000.0,16750000.0,CA,0.0599,1.471
239051,711815708,100,2016-03-31,5649330.23,5700000.0,CA,0.0453,1.2750146
239087,712097940,100,2016-03-31,24170000.0,25000000.0,IL,0.0582,1.474
239430,713413504,100,2016-03-31,5994169.82,6400000.0,TX,0.0649,1.73
239469,713819708,100,2016-03-31,5883677.03,6075000.0,TX,0.0557,1.305
239533,714259942,100,2016-03-31,22400000.0,22400000.0,CA,0.0574,1.675
239782,714410504,100,2016-03-31,7405410.37,8250000.0,OH,0.0622,1.263
239816,714815708,100,2016-03-31,16010633.17,16135000.0,CA,0.0451,1.2500548
239850,714881948,100,2016-03-31,9664131.19,10400000.0,SC,0.0582,1.5
240047,715779487,500,2016-03-31,,26750000.0,CA,0.0584,1.407
240085,715869968,500,2016-03-31,,7000000.0,NY,0.0599,5.236
240107,715870968,500,2016-03-31,,27620000.0,PA,0.03443,1.586
240257,716270002,100,2016-03-31,3962011.81,4500000.0,TN,0.0735,1.276
240464,716777487,100,2016-03-31,3652904.65,4150000.0,VA,0.057,1.272
240509,716870968,500,2016-03-31,,7280000.0,PA,0.03523,1.624
240548,717096940,100,2016-03-31,17638183.39,19800000.0,OH,0.0586,1.748
240633,717259942,100,2016-03-31,32250000.0,32250000.0,CA,0.058,1.423
240932,717439534,100,2016-03-31,1989187.29,2100217.93,MS,0.074,1.157
240965,717777487,100,2016-03-31,5105265.24,5800000.0,VA,0.057,1.228
241003,717869968,500,2016-03-31,,33000000.0,NY,0.0592,2.814
241480,719777487,500,2016-03-31,,2000000.0,NY,0.0587,15.211
241579,720259942,100,2016-03-31,16900000.0,16900000.0,OR,0.0592,1.466
241805,720416504,500,2016-03-31,,7900000.0,NC,0.0566,1.497
241837,720777487,100,2016-03-31,25347000.0,25347000.0,GA,0.0511,1.525
242149,722120981,100,2016-03-31,5969403.34,7265000.0,MI,0.0608,1.223
242588,723096940,100,2016-03-31,1620580.8,1800000.0,OH,0.029405,1.563
243549,726276002,100,2016-03-31,462676.05,900000.0,NY,0.0699,0.0
243665,727120981,100,2016-03-31,11040066.89,11600000.0,IL,0.0607,1.445
243699,727259942,100,2016-03-31,17125000.0,17125000.0,CO,0.0645,1.345
244034,728120981,100,2016-03-31,9041798.34,11000000.0,IN,0.062,1.652
244068,728259942,100,2016-03-31,10853945.82,12000000.0,CA,0.0539,2.09
244215,728410504,100,2016-03-31,3093032.23,3473000.0,SD,0.06,1.2
244641,730120981,100,2016-03-31,6523354.6,7400000.0,NE,0.0607,1.206
244674,730259942,100,2016-03-31,3390000.0,3390000.0,CO,0.0581,2.303
244938,731277002,100,2016-03-31,4879354.84,6300000.0,CT,0.0648,1.844
244979,731821708,100,2016-03-31,12064638.99,12337463.02,CA,0.037105,1.476
245047,732120981,100,2016-03-31,8443651.01,9600000.0,MI,0.0604,1.34
245372,733055180,100,2016-03-31,6183468.82,7760000.0,SC,0.0639,1.423
245406,733259942,100,2016-03-31,11000000.0,11000000.0,CO,0.0599,1.877
245582,733277002,100,2016-03-31,2808637.83,4250000.0,NJ,0.0625,2.686
245679,734097940,100,2016-03-31,3242168.62,3750000.0,OH,0.0571,1.387
245854,735274002,100,2016-03-31,2437496.25,12500000.0,TX,0.0573,1.612
245962,735413504,100,2016-03-31,3019477.09,3205000.0,PA,0.0684,1.265
246062,735869968,100,2016-03-31,14000000.0,14000000.0,MA,0.0613,1.6
246130,736097940,100,2016-03-31,46500000.0,46500000.0,IL,0.0563,1.494
246167,736098940,500,2016-03-31,,11525000.0,FL,0.056,1.31
246234,736259942,100,2016-03-31,8000000.0,8000000.0,CA,0.0595,2.278
246278,736267002,500,2016-03-31,,18000000.0,WA,0.0567,1.313
246404,736277002,100,2016-03-31,5439395.53,7000000.0,NY,0.0634,4.081
246436,736410504,100,2016-03-31,14013819.07,14500000.0,TX,0.0594,1.461
246466,736413504,100,2016-03-31,2328345.29,2468000.0,PA,0.0695,1.272
246492,736849708,100,2016-03-31,7500000.0,7500000.0,OR,0.039905,1.911
246672,737280002,100,2016-03-31,17090679.85,19900000.0,CT,0.029405,1.774
246702,737413504,100,2016-03-31,1508613.8,1600500.0,PA,0.0688,1.282
246743,738097940,100,2016-03-31,4490948.5,5200000.0,TX,0.056,1.237
246779,738098940,100,2016-03-31,17000000.0,17000000.0,VA,0.0555,1.744
246872,738259942,100,2016-03-31,14000000.0,14000000.0,NM,0.0592,1.22
247072,738412504,100,2016-03-31,13119084.8,15000000.0,NM,0.0652,1.35
247102,738413504,100,2016-03-31,1779499.41,1886000.0,PA,0.0696,1.274
247220,739097940,100,2016-03-31,11672586.98,13000000.0,OK,0.0567,1.515
247348,739266002,100,2016-03-31,3555578.6,6400000.0,OR,0.0624,1.579
247541,739413504,100,2016-03-31,1118476.19,1186600.0,PA,0.0688,1.289
247631,739869968,100,2016-03-31,3660000.0,3660000.0,PA,0.0601,1.676
247735,740120981,100,2016-03-31,4605547.83,4800000.0,OK,0.0607,1.438
248014,740413504,100,2016-03-31,450361.56,875000.0,PA,0.0701,1.262
248048,740805708,100,2016-03-31,3015903.26,3290000.0,MD,0.0574,1.3
248082,740880948,100,2016-03-31,12980315.53,13575000.0,GA,0.058,1.341
248116,741259942,100,2016-03-31,31817325.02,33260000.0,CO,0.0585,1.276
248239,741272002,100,2016-03-31,4784316.24,6393000.0,WI,0.0847,1.257
248497,742097940,100,2016-03-31,8305710.23,9600000.0,WI,0.0581,1.238
248558,742259942,100,2016-03-31,27015070.75,28240000.0,CO,0.0585,1.263
248693,742436534,100,2016-03-31,4314389.67,4873000.0,MD,0.0747,1.3
248735,742814708,100,2016-03-31,4156527.78,4190000.0,MI,0.0474,1.4150781
248799,743098940,100,2016-03-31,16204825.12,19100000.0,TN,0.0546,1.318
248951,743411504,100,2016-03-31,15342492.18,18000000.0,OH,0.0545,1.955
249276,744277002,100,2016-03-31,9901859.59,12400000.0,MA,0.0668,1.294
249286,744819708,100,2016-03-31,13189463.53,13500000.0,NJ,0.0526,1.221
249580,745823708,100,2016-03-31,10880000.0,10880000.0,FL,0.027605,2.6889526
249617,745869968,100,2016-03-31,2596617.52,3000000.0,NY,0.0589,1.475
249748,746272002,100,2016-03-31,3217982.11,4300000.0,WI,0.0847,1.279
250020,747097940,500,2016-03-31,,1170000.0,NE,0.0575,1.357
250088,747120981,100,2016-03-31,7864469.57,8200000.0,OK,0.0602,1.463
250618,748259942,100,2016-03-31,15500000.0,15500000.0,AZ,0.0572,1.355
250792,748777487,100,2016-03-31,13258090.91,15920000.0,PA,0.0598,1.585
250831,748869968,100,2016-03-31,539816.05,800000.0,NJ,0.0611,1.574
251038,749271002,100,2016-03-31,13800587.97,16200000.0,FL,0.029405,1.658
251078,749410504,500,2016-03-31,,9760000.0,TX,0.029295,1.302
251107,749411504,100,2016-03-31,7199990.41,8005000.0,CT,0.037405,1.94
251162,749778487,500,2016-03-31,,2547509.63,TX,0.029295,1.216
251201,749869968,100,2016-03-31,641031.09,950000.0,NJ,0.0611,1.617
251398,750411504,100,2016-03-31,5445189.51,6054000.0,CT,0.037405,1.943
251463,750778487,100,2016-03-31,6180122.12,6850000.0,OH,0.0632,1.25
251522,751120981,100,2016-03-31,11252038.45,12800000.0,MN,0.0612,1.849
251559,751258942,100,2016-03-31,2458337.88,2830000.0,CA,0.0613,1.664
251593,751259942,100,2016-03-31,7278810.28,8233000.0,CA,0.0605,1.15
251764,751410504,500,2016-03-31,,7825000.0,TX,0.029295,1.304
251851,751869968,100,2016-03-31,24110278.5,28000000.0,PA,0.0586,1.26
251888,752097940,100,2016-03-31,3751475.91,4340000.0,KS,0.0584,1.212
252198,753275002,100,2016-03-31,3178220.34,4500000.0,MN,0.0651,1.358
252258,753413504,100,2016-03-31,2229407.89,2443000.0,OR,0.067,1.2
252382,754258942,100,2016-03-31,3022703.42,3500000.0,MT,0.0617,1.344
252705,755259942,100,2016-03-31,2618610.65,3000000.0,CO,0.0558,1.413
252882,755414504,100,2016-03-31,3931081.85,4680000.0,MS,0.039405,1.524
