,loan_id,dlq_status_text,distributiondate,actual_balance,original_note_amount,state,note_rate,dscr_(ncf)
2243,300060038,100,01/25/2017,17936867,18050000,SC,0.0338,3.47
2244,30309868,100,01/25/2017,17934000,17934000,MI,0.028637,2.94
2245,302421032,100,01/25/2017,17931405,18785000,TX,0.027537,2.473
2246,300911034,100,01/25/2017,17915985,18825000,AZ,0.0382,1.684
2247,301451021,100,01/25/2017,17902856,18750000,GA,0.0401,1.721
2248,302521034,100,01/25/2017,17901129,18768000,CA,0.0425,1.696
2249,824100023,100,01/25/2017,17889354,19500000,MN,0.0432,1.912
2250,300701026,100,01/25/2017,17885194,18480000,NC,0.0388,1.593
2251,300060039,100,01/25/2017,17885000,17885000,CO,0.0422,2.43
2252,10064750,100,01/25/2017,17883466,14255000,GA,0.0408,1.72
2253,833100027,100,01/25/2017,17880862,18850000,OR,0.0419,1.441
2254,300501034,100,01/25/2017,17875000,17875000,NY,0.0342,1.648
2255,302841126,100,01/25/2017,17872000,17872000,TX,0.024737,4.385
2256,10084992,100,01/25/2017,17871009,18710000,OH,0.0493,1.37
2257,534369235,100,01/25/2017,17846462,20000000,FL,0.0599,1.77
2258,10082669,100,01/25/2017,17844876,18800000,CA,0.0513,1.25
2259,824100024,100,01/25/2017,17825769,18750000,TX,0.0406,1.424
2260,504140795,100,01/25/2017,17812398,19942000,NJ,0.0636,1.57
2261,30304096,100,01/25/2017,17811976,19000000,TX,0.0386,1.73
2262,302781005,100,01/25/2017,17807599,18500000,WA,0.0535,1.617
2263,670100023,100,01/25/2017,17801650,18996000,WA,0.048,1.25
2264,302841127,100,01/25/2017,17800000,17800000,LA,0.024737,4.873
2265,302841128,100,01/25/2017,17800000,17800000,GA,0.025237,3.194
2266,301451023,100,01/25/2017,17800000,17800000,KY,0.0423,3.261
2267,300501035,100,01/25/2017,17800000,17800000,WA,0.0348,2.886
2268,10069477,100,01/25/2017,17783188,18550000,NJ,0.0392,1.29
2269,10069478,100,01/25/2017,17779382,18525000,NV,0.0385,1.66
2270,10062933,100,01/25/2017,17768795,18800000,TN,0.0459,1.83
2271,491000017,100,01/25/2017,17767000,19800000,KS,0.0504,1.186
2272,30268861,100,01/25/2017,17761938,19900000,TX,0.0578,1.79
2273,10081407,100,01/25/2017,17760076,18000000,PA,0.037,2.06
2274,456000019,100,01/25/2017,17745811,18880000,FL,0.0552,1.689
2275,714100032,100,01/25/2017,17742660,18250000,FL,0.0355,2.09
2276,300701025,100,01/25/2017,17739899,19625000,PA,0.0367,1.204
2277,10097038,100,01/25/2017,17737000,17737000,SC,0.0424,1.56
2278,10069476,100,01/25/2017,17711507,18805000,TN,0.0397,1.35
2279,10098693,100,01/25/2017,17709000,17709000,CO,0.0399,2.37
2280,10082670,100,01/25/2017,17706231,18150000,IN,0.0423,1.66
2281,534404626,100,01/25/2017,17706020,9417000,CA,0.0466,1.58
2282,300060037,100,01/25/2017,17704983,18080000,GA,0.0412,1.97
2283,10098031,100,01/25/2017,17700000,17700000,KY,0.0387,2.33
2284,818100032,100,01/25/2017,17699789,18696000,TX,0.0431,1.411
2285,30306645,100,01/25/2017,17680000,17680000,LA,0.031137,3.69
2286,30268952,100,01/25/2017,17678465,19040000,NC,0.0565,1.62
2287,651100020,100,01/25/2017,17676024,18960000,NC,0.0475,1.512
2288,30308305,100,01/25/2017,17675000,17675000,CO,0.0317,3.06
2289,303841035,100,01/25/2017,17675000,17675000,TX,0.0378,2.279
2290,301151034,100,01/25/2017,17672202,17812000,AZ,0.0426,1.632
2291,833100026,100,01/25/2017,17665752,19000000,TX,0.0418,1.433
2292,30268920,100,01/25/2017,17665291,19680000,CA,0.0598,1.64
2293,10073948,100,01/25/2017,17651960,18750000,FL,0.0393,2.13
2294,304901141,100,01/25/2017,17650000,17650000,UT,0.0317,3.366
2295,305161018,100,01/25/2017,17649140,18000000,VA,0.0444,1.528
2296,714100033,100,01/25/2017,17645440,18150000,FL,0.0355,2.453
2297,889100029,100,01/25/2017,17641785,18000000,TN,0.0469,1.312
2298,303681038,100,01/25/2017,17628678,17652000,FL,0.0403,2.155
2299,300060036,100,01/25/2017,17628293,18400000,AL,0.0384,1.37
2300,10102919,100,01/25/2017,17625000,17625000,KY,0.0373,2.33
2301,17000017,100,01/25/2017,17620883,19560000,MO,0.0558,1.421
2302,10073732,100,01/25/2017,17602569,19200000,NV,0.0416,2.49
2303,30310292,100,01/25/2017,17600000,17600000,CO,0.030937,2.87
2304,304991049,100,01/25/2017,17600000,17600000,TX,0.025137,3.869
2305,10098032,100,01/25/2017,17600000,17600000,AZ,0.0388,2.13
2306,10096499,100,01/25/2017,17577489,17600000,DE,0.0418,1.86
2307,824100028,100,01/25/2017,17576000,17576000,NC,0.0416,2.025
2308,10084995,100,01/25/2017,17571000,17571000,NC,0.0446,1.8
2309,10086995,100,01/25/2017,17569245,18373000,LA,0.0506,1.83
2310,820101931,100,01/25/2017,17566329,18585000,AZ,0.043,1.257
2311,860100018,100,01/25/2017,17563401,18487000,FL,0.0536,1.925
2312,300911035,100,01/25/2017,17554276,18450000,NJ,0.0379,1.462
2313,30283168,100,01/25/2017,17550000,17550000,TX,0.0476,2.32
2314,10093520,100,01/25/2017,17550000,17550000,CA,0.0388,2.13
2315,10093520,100,01/25/2017,17550000,17550000,CO,0.0388,2.13
2316,10073944,100,01/25/2017,17550000,17550000,NY,0.0396,1.18
2317,10069484,100,01/25/2017,17550000,17550000,CA,0.034,2.2
2318,300701028,100,01/25/2017,17547100,18150000,FL,0.0371,1.657
2319,300340027,100,01/25/2017,17542279,19100000,OH,0.0393,1.725
2320,30283223,100,01/25/2017,17537415,18840000,PA,0.0476,2.06
2321,10064068,100,01/25/2017,17523331,19000000,TX,0.0576,1.24
2322,862100025,100,01/25/2017,17516365,18500000,TX,0.0489,1.29
2323,300591036,100,01/25/2017,17512511,18180000,TX,0.0369,1.58
2324,303841034,100,01/25/2017,17512314,18200000,PA,0.0329,1.173
2325,34000020,100,01/25/2017,35022900,18703000,SC,0.0625,1.912
2326,833100028,100,01/25/2017,17503335,18472000,WA,0.0408,1.25
2327,300340033,100,01/25/2017,17500000,17500000,CO,0.0352,4.775
2328,10093610,100,01/25/2017,17500000,17500000,KS,0.0373,2.92
2329,10093610,100,01/25/2017,17500000,17500000,FL,0.0373,2.92
2330,10102920,100,01/25/2017,17500000,17500000,AZ,0.0417,1.82
2331,303841036,100,01/25/2017,17500000,17500000,CA,0.0323,3.714
2332,10069481,100,01/25/2017,17499610,18000000,FL,0.0355,2.16
2333,10073044,100,01/25/2017,17498780,19320000,NC,0.033,2.13
2334,10054814,100,01/25/2017,17490252,18750000,MI,0.0468,2.6
2335,304741033,100,01/25/2017,17487673,17580000,CA,0.043,2.657
2336,10073681,100,01/25/2017,17486227,19289000,CA,0.0393,2.44
2337,10063193,100,01/25/2017,17485000,17485000,CA,0.0385,2.17
2338,30268936,100,01/25/2017,17478494,19500000,FL,0.0591,2.23
2339,708182682,100,01/25/2017,17473086,18100000,GA,0.0401,0.44
2340,10062346,100,01/25/2017,17465910,19100000,KS,0.0445,1.9
2341,10081469,100,01/25/2017,17456168,18000000,CO,0.0397,1.52
2342,862100026,100,01/25/2017,17454305,18490000,TX,0.0461,1.25
2343,300340031,100,01/25/2017,17453105,18200000,TX,0.0396,1.663
2344,303841037,100,01/25/2017,17450000,17450000,FL,0.037,2.139
2345,10063221,100,01/25/2017,17444801,19100000,FL,0.0404,1.264
2346,300701029,100,01/25/2017,17443056,18000000,FL,0.0409,2.673
2347,10059120,100,01/25/2017,17440329,19062000,FL,0.0558,2.0
2348,302781034,100,01/25/2017,17437000,17437000,MA,0.0424,2.496
2349,16000020,100,01/25/2017,17413733,18562000,MS,0.0599,1.662
2350,10060758,100,01/25/2017,17413482,19200000,KS,0.0438,1.42
2351,504140760,100,01/25/2017,17412241,19494000,NJ,0.0636,2.56
2352,30288574,100,01/25/2017,17401229,18300000,SC,0.0408,1.68
2353,30310081,100,01/25/2017,17400000,17400000,MI,0.028637,3.47
2354,34000018,100,01/25/2017,17399748,19000000,UT,0.0597,1.21
2355,10062934,100,01/25/2017,17398141,18400000,NV,0.0463,1.59
2356,10098033,100,01/25/2017,17397000,17397000,VA,0.0357,1.94
2357,302781033,100,01/25/2017,17394263,18150000,CA,0.0388,2.241
2358,889100026,100,01/25/2017,17391373,18375000,OH,0.0443,2.122
2359,714100031,100,01/25/2017,17390468,18250000,CA,0.0378,2.571
2360,10098030,100,01/25/2017,17389873,18000000,IN,0.036,1.26
2361,10069475,100,01/25/2017,17376546,19000000,VA,0.0328,1.76
2362,670100026,100,01/25/2017,17376539,18650000,AL,0.0446,1.877
2363,302421034,100,01/25/2017,17372988,18200000,TX,0.027537,1.681
2364,670100024,100,01/25/2017,17370479,19072000,WA,0.054,1.713
2365,30285032,100,01/25/2017,17366682,19500000,FL,0.044,1.27
2366,30285000,100,01/25/2017,17346149,19500000,TN,0.0443,2.38
2367,30308304,100,01/25/2017,17345232,18585000,FL,0.0363,1.75
2368,10073904,100,01/25/2017,17327629,18000000,GA,0.0382,1.64
2369,10059143,100,01/25/2017,17324255,19000000,NY,0.0538,1.93
2370,300911033,100,01/25/2017,17300477,19050000,MI,0.0382,2.035
2371,10093611,100,01/25/2017,17300000,17300000,VA,0.0382,1.96
2372,10093611,100,01/25/2017,17300000,17300000,TX,0.0382,1.96
2373,30283203,100,01/25/2017,17297192,18640000,CA,0.0453,2.07
2374,301561025,100,01/25/2017,17291424,18246000,CA,0.0471,1.809
2375,10093666,100,01/25/2017,17290000,17290000,WA,0.0384,2.41
2376,824100026,100,01/25/2017,17289885,18100000,TX,0.0442,1.58
2377,10082671,100,01/25/2017,17289061,17468000,NY,0.0374,1.7
2378,300911036,100,01/25/2017,17279073,17460000,OH,0.0368,2.631
2379,838100025,100,01/25/2017,17274905,18250000,MI,0.0527,2.321
2380,10073734,100,01/25/2017,17264919,19000000,NY,0.0337,1.9
2381,10060752,100,01/25/2017,17262874,18157000,GA,0.0488,2.21
2382,690100024,100,01/25/2017,17252047,18989000,NC,0.0526,1.213
2383,10073021,100,01/25/2017,17250000,17250000,TX,0.0362,3.18
2384,10073679,100,01/25/2017,17237638,18880000,KS,0.0425,1.8
2385,434000017,100,01/25/2017,17229300,19260000,AZ,0.0506,1.871
2386,10062932,100,01/25/2017,17223998,19000000,MS,0.0445,1.71
2387,10061521,100,01/25/2017,17220393,18400000,FL,0.0481,2.11
2388,10073925,100,01/25/2017,17200000,17200000,OH,0.0347,3.54
2389,301451028,100,01/25/2017,17190000,17190000,CA,0.0348,2.803
2390,300501033,100,01/25/2017,17162076,18125000,NC,0.0347,1.696
2391,300701027,100,01/25/2017,17150611,18452000,NV,0.0403,1.913
2392,670100022,100,01/25/2017,17147623,19230000,TX,0.0452,2.137
2393,300911037,100,01/25/2017,17146536,17324000,NY,0.0374,1.726
2394,10084994,100,01/25/2017,17138233,18000000,TX,0.0489,1.46
2395,690100026,100,01/25/2017,17120153,18160000,AZ,0.0519,1.29
2396,820100425,100,01/25/2017,17113703,18857000,TX,0.052,1.25
2397,300651033,100,01/25/2017,17102346,17380000,NY,0.0386,1.599
2398,10063197,100,01/25/2017,17093495,17625000,GA,0.0398,2.16
2399,10100826,100,01/25/2017,17084208,17712000,NV,0.0365,1.96
2400,10091351,100,01/25/2017,17076753,17250000,CA,0.045,1.72
2401,30310075,100,01/25/2017,17075978,17250000,GA,0.030637,2.48
2402,456000021,100,01/25/2017,17070726,18240000,NC,0.0528,1.723
2403,10059151,100,01/25/2017,17067745,19000000,NY,0.0456,1.4
2404,10082672,100,01/25/2017,17056580,17287000,NJ,0.037,1.54
2405,303841039,100,01/25/2017,17055000,17055000,AZ,0.0351,2.414
2406,300651034,100,01/25/2017,17051695,17360000,GA,0.0375,1.717
2407,824100025,100,01/25/2017,17046276,18525000,NE,0.0462,1.194
2408,10064710,100,01/25/2017,17028716,6000000,NY,0.0403,1.64
2409,10073746,100,01/25/2017,17026932,17500000,MA,0.0401,2.26
2410,860100019,100,01/25/2017,17025120,17975000,MA,0.0519,1.635
2411,300911038,100,01/25/2017,17020073,17250000,NJ,0.037,2.17
2412,714100030,100,01/25/2017,17014740,18330000,FL,0.0393,1.662
2413,10062309,100,01/25/2017,17014495,18500000,KY,0.0491,0.59
2414,304901142,100,01/25/2017,17010000,17010000,FL,0.0384,2.709
2415,10073692,100,01/25/2017,17000000,17000000,GA,0.0452,1.9
2416,302521036,100,01/25/2017,17000000,17000000,MN,0.0393,2.876
2417,820107198,100,01/25/2017,17000000,17000000,NV,0.0431,1.915
2418,10063192,100,01/25/2017,16997662,17956000,CA,0.0382,1.25
2419,30268915,100,01/25/2017,16982854,18640000,FL,0.0577,1.96
2420,302841131,100,01/25/2017,16977000,16977000,TX,0.026237,3.574
2421,10069482,100,01/25/2017,16973584,17830000,FL,0.0367,2.24
2422,10086996,100,01/25/2017,16970000,16970000,GA,0.0489,1.75
2423,30285039,100,01/25/2017,16964040,18050000,GA,0.0504,1.97
2424,10060778,100,01/25/2017,16961791,17900000,TX,0.047,2.0
2425,862100029,100,01/25/2017,16943119,17898000,TX,0.0514,1.219
2426,670100027,100,01/25/2017,16914159,18400000,WI,0.0478,1.393
2427,30306620,100,01/25/2017,16914082,18150000,CA,0.032537,2.12
2428,10081446,100,01/25/2017,16901624,17785000,CO,0.0385,2.45
2429,504109464,100,01/25/2017,16900000,16900000,TX,0.0626,2.47
2430,10083646,100,01/25/2017,16900000,16900000,MA,0.0434,2.51
2431,300701031,100,01/25/2017,16894522,17475000,FL,0.0371,1.611
2432,10054736,100,01/25/2017,16880639,18160000,CO,0.0553,2.59
2433,30309630,100,01/25/2017,16880000,16880000,TX,0.024737,3.71
2434,30309092,100,01/25/2017,16875000,16875000,MD,0.024037,4.21
2435,300340032,100,01/25/2017,16836445,17500000,FL,0.0397,2.776
2436,304221028,100,01/25/2017,16835000,16835000,IN,0.0402,2.27
2437,300651032,100,01/25/2017,16833724,18225000,AL,0.0382,1.323
2438,17000019,100,01/25/2017,16826620,18651000,CA,0.0573,1.25
2439,10074299,100,01/25/2017,16824240,17500000,NY,0.0387,1.46
2440,302841132,100,01/25/2017,16820000,16820000,TN,0.026837,3.753
2441,300701030,100,01/25/2017,16817901,18075000,OH,0.0382,1.607
2442,30308306,100,01/25/2017,16811000,16811000,AZ,0.033,2.94
2443,889100030,100,01/25/2017,16806587,17800000,FL,0.042,1.33
2444,305131025,100,01/25/2017,16800000,16800000,TX,0.0395,2.418
2445,10063196,100,01/25/2017,16800000,16800000,CA,0.0396,2.25
2446,10086997,100,01/25/2017,16800000,16800000,WA,0.0429,1.6
2447,10098034,100,01/25/2017,16800000,16800000,TX,0.0428,2.31
2448,303841038,100,01/25/2017,16788547,17440000,FL,0.0382,1.66
2449,10062935,100,01/25/2017,16787409,18500000,MD,0.0441,1.48
2450,889100031,100,01/25/2017,16786582,17750000,FL,0.0451,1.863
2451,10064721,100,01/25/2017,16784602,17400000,CA,0.037,2.16
2452,301561026,100,01/25/2017,16784552,17600000,MD,0.052,1.33
2453,30285033,100,01/25/2017,16782856,18796000,NJ,0.0443,1.4
2454,820108328,100,01/25/2017,16782000,16782000,KY,0.0394,2.12
2455,300591037,100,01/25/2017,16774880,17400000,MI,0.0381,1.83
2456,714100035,100,01/25/2017,16770459,17250000,AZ,0.0355,1.722
2457,30308575,100,01/25/2017,16770000,16770000,TX,0.024237,4.55
2458,434000021,100,01/25/2017,16767371,17117000,WA,0.0566,2.422
2459,10069483,100,01/25/2017,16754631,17600000,FL,0.0367,2.12
2460,30309628,100,01/25/2017,16746682,17115000,AZ,0.028337,1.83
2461,10093668,100,01/25/2017,16740000,16740000,CA,0.0395,2.62
2462,305161019,100,01/25/2017,16734000,16734000,WA,0.0421,2.625
2463,30310431,100,01/25/2017,16730000,8365000,FL,0.029637,2.69
2464,10064698,100,01/25/2017,16726397,23512500,SC,0.038,1.3
2465,10062937,100,01/25/2017,16716161,17675000,NC,0.0465,2.49
2466,301451027,100,01/25/2017,16711914,17357000,TX,0.0468,1.336
2467,10081394,100,01/25/2017,16708846,17200000,FL,0.0399,1.54
2468,304611035,100,01/25/2017,16700000,16700000,KY,0.0366,2.233
2469,303841040,100,01/25/2017,16700000,16700000,OR,0.0381,2.522
2470,303841041,100,01/25/2017,16687000,16687000,NC,0.0378,1.983
2471,302841133,100,01/25/2017,16681467,16800000,TX,0.028037,3.277
2472,10091352,100,01/25/2017,16675000,16675000,TX,0.0483,2.52
2473,303171023,100,01/25/2017,16675000,16675000,VA,0.0441,1.428
2474,10063231,100,01/25/2017,16673277,17603000,MA,0.0404,1.37
2475,491000018,100,01/25/2017,16670069,18000000,TX,0.0426,1.3
2476,301561027,100,01/25/2017,16669111,17250000,TX,0.0501,1.954
2477,889100027,100,01/25/2017,16663937,18400000,TX,0.0419,1.461
2478,457000020,100,01/25/2017,16655843,18500000,VA,0.0521,1.702
2479,30310299,100,01/25/2017,16650000,16650000,AL,0.031837,2.86
2480,305131026,100,01/25/2017,16640000,16640000,NC,0.0417,2.223
2481,10073901,100,01/25/2017,16639336,17000000,ID,0.0364,1.98
2482,10069485,100,01/25/2017,16639181,17357000,TX,0.037,2.25
2483,714100034,100,01/25/2017,16636926,17423000,NV,0.0363,1.788
2484,301901031,100,01/25/2017,16627143,17519000,FL,0.0456,1.732
2485,303171021,100,01/25/2017,16625218,17257000,CO,0.0393,2.056
2486,10081447,100,01/25/2017,16611953,17500000,TX,0.0373,1.8
2487,304741013,100,01/25/2017,16607000,16607000,TX,0.0454,2.208
2488,10073954,100,01/25/2017,16602419,17300000,TN,0.0363,1.77
2489,30288578,100,01/25/2017,16600515,17600000,VA,0.04103,2.48
2490,304991050,100,01/25/2017,16600000,16600000,GA,0.027237,2.929
2491,818100033,100,01/25/2017,16599796,17600000,AZ,0.0395,1.885
2492,10064696,100,01/25/2017,16595110,49350000,MA,0.0388,1.28
2493,302521038,100,01/25/2017,16585715,16795000,FL,0.0405,2.085
2494,301451029,100,01/25/2017,16582741,17000000,FL,0.0421,1.761
2495,650100021,100,01/25/2017,16557006,18500000,GA,0.0473,1.33
2496,504140787,100,01/25/2017,16542254,18520000,NJ,0.0636,2.23
2497,30306636,100,01/25/2017,16500992,17250000,MI,0.030237,2.33
2498,303841042,100,01/25/2017,16500000,16500000,AL,0.0356,2.58
2499,10098695,100,01/25/2017,16500000,16500000,CA,0.0338,3.19
2500,304741007,100,01/25/2017,16495000,16495000,CA,0.0392,2.714
2501,10081458,100,01/25/2017,16487698,17701000,CA,0.0376,1.71
2502,10073785,100,01/25/2017,16481715,17260000,VA,0.0438,1.45
2503,30309076,100,01/25/2017,16480000,16480000,FL,0.025037,3.78
2504,820102898,100,01/25/2017,16477884,18000000,FL,0.0429,1.725
2505,10098694,100,01/25/2017,16475986,17000000,OR,0.0411,1.37
2506,46100030,100,01/25/2017,16463181,17250000,TX,0.0376,2.382
2507,820105233,100,01/25/2017,16450030,16975000,TX,0.0328,1.965
2508,302521040,100,01/25/2017,16445000,16445000,FL,0.041,2.03
2509,2673487,100,01/25/2017,16442862,21000000,CA,0.0554,1.56
2510,300591038,100,01/25/2017,16440651,16750000,TX,0.0354,1.9
2511,30309629,100,01/25/2017,16430120,17200000,OK,0.028437,1.67
2512,820108318,100,01/25/2017,16414000,16414000,GA,0.0394,1.96
2513,303681039,100,01/25/2017,16402421,17000000,VA,0.0415,1.158
2514,305161020,100,01/25/2017,16400000,16400000,OR,0.043,1.855
2515,820108320,100,01/25/2017,16400000,16400000,GA,0.0394,2.058
2516,708575331,100,01/25/2017,16399685,8240000,NY,0.0313,2.11
2517,291000033,100,01/25/2017,16399453,16500000,WI,0.0353,2.66
2518,501164333,100,01/25/2017,16395886,17000000,MD,0.0387,1.741
2519,10057117,100,01/25/2017,16391691,17280000,OH,0.0465,1.28
2520,10062940,100,01/25/2017,16390554,17050000,CA,0.0447,2.13
2521,302521041,100,01/25/2017,16390000,16390000,OK,0.0343,2.901
2522,820107705,100,01/25/2017,16387000,16387000,KY,0.0421,1.942
2523,30283158,100,01/25/2017,16367646,17500000,CA,0.0523,2.72
2524,670100029,100,01/25/2017,16356951,17445000,MS,0.0496,1.795
2525,30283175,100,01/25/2017,16356721,18300000,OH,0.0476,1.71
2526,300701035,100,01/25/2017,16354070,16575000,MD,0.037,1.964
2527,30310420,100,01/25/2017,16350000,8175000,NH,0.029637,4.63
2528,30288551,100,01/25/2017,16342694,16600000,TX,0.0402,1.44
2529,300911040,100,01/25/2017,16338963,16800000,NC,0.0393,2.004
2530,302781037,100,01/25/2017,16336000,16336000,GA,0.0424,2.16
2531,10063204,100,01/25/2017,16329278,16800000,CO,0.0409,1.295
2532,434000022,100,01/25/2017,16325000,16325000,TX,0.0598,2.01
2533,818100034,100,01/25/2017,16311230,17160000,TX,0.0501,2.064
2534,456000022,100,01/25/2017,16306333,17384000,GA,0.0556,1.534
2535,303171022,100,01/25/2017,16301812,16937000,NY,0.0403,1.752
2536,670100032,100,01/25/2017,16300000,16300000,NY,0.0503,2.865
2537,305131027,100,01/25/2017,16300000,16300000,FL,0.0396,2.388
2538,300340034,100,01/25/2017,16297261,17000000,TX,0.0392,1.809
2539,10073738,100,01/25/2017,16293132,17070000,CA,0.0397,1.63
2540,300591040,100,01/25/2017,16271069,16547000,NY,0.0363,2.68
2541,10074253,100,01/25/2017,16265000,16265000,MA,0.0374,2.26
2542,301901033,100,01/25/2017,16263988,16800000,MI,0.0445,2.221
2543,46100032,100,01/25/2017,16258615,16400000,WA,0.0379,2.446
2544,10082673,100,01/25/2017,16257186,17205000,VA,0.047,1.63
2545,838100028,100,01/25/2017,16256102,16900000,AZ,0.0526,1.263
2546,10060803,100,01/25/2017,16254450,17727000,CA,0.0503,2.48
2547,820107367,100,01/25/2017,16252386,16870000,CO,0.0393,1.971
2548,10073885,100,01/25/2017,16246766,17500000,CA,0.0419,2.11
2549,820106980,100,01/25/2017,16241951,16940000,VA,0.0413,1.587
2550,491000020,100,01/25/2017,16232812,17550000,AZ,0.0417,1.32
2551,30283170,100,01/25/2017,16232428,18150000,CA,0.0479,2.15
2552,838100027,100,01/25/2017,16226547,17180000,AZ,0.0507,2.07
2553,302841137,100,01/25/2017,16220693,16400000,MD,0.026237,2.587
2554,300651038,100,01/25/2017,16219982,16445000,AZ,0.041,1.908
2555,838100026,100,01/25/2017,16216011,17800000,FL,0.0493,1.258
2556,30288550,100,01/25/2017,16211288,17100000,TX,0.0413,1.7
2557,300651037,100,01/25/2017,16208733,16480000,NY,0.037,2.422
2558,860100020,100,01/25/2017,16204003,17115750,OR,0.0488,2.242
2559,10062936,100,01/25/2017,16203792,17862000,FL,0.0449,1.25
2560,889100035,100,01/25/2017,16200000,16200000,NY,0.0426,2.36
2561,303171024,100,01/25/2017,16200000,16200000,AZ,0.0426,1.958
2562,301561028,100,01/25/2017,16199410,16531000,GA,0.0465,2.559
2563,862100030,100,01/25/2017,16189675,17806000,CA,0.0462,1.85
2564,10054676,100,01/25/2017,16181850,18160000,CO,0.0563,1.272
2565,291000013,100,01/25/2017,16180983,16275000,MD,0.0384,2.484
2566,670100028,100,01/25/2017,16180767,18100000,OH,0.0449,1.92
2567,300701033,100,01/25/2017,16173140,16677000,CO,0.0397,1.25
2568,10073751,100,01/25/2017,16167720,16600000,AZ,0.039,1.64
2569,303171025,100,01/25/2017,16165000,16165000,OR,0.0413,1.6
2570,302521037,100,01/25/2017,16156982,16970000,MN,0.0405,1.668
2571,491000019,100,01/25/2017,16148146,17745000,TX,0.0467,2.545
2572,651100022,100,01/25/2017,16147812,18000000,CA,0.0485,2.195
2573,689100027,100,01/25/2017,16143977,17200000,CO,0.0493,1.25
2574,651100023,100,01/25/2017,16141012,17341000,TX,0.0463,1.81
2575,889100032,100,01/25/2017,16139171,17830000,TX,0.0416,1.268
2576,300911039,100,01/25/2017,16135830,17270000,IN,0.0387,1.492
2577,301451030,100,01/25/2017,16127151,17100000,VA,0.0439,1.284
2578,10063211,100,01/25/2017,16125000,16125000,NV,0.0411,2.43
2579,303171026,100,01/25/2017,16125000,16125000,TN,0.0453,2.133
2580,17000023,100,01/25/2017,16111575,17200000,NC,0.0578,1.34
2581,305131028,100,01/25/2017,16100000,16100000,UT,0.0431,2.098
2582,301901032,100,01/25/2017,16097984,17025000,NV,0.0419,1.844
2583,501164318,100,01/25/2017,16087258,16680000,MD,0.0387,1.732
2584,10073961,100,01/25/2017,16081879,16420000,FL,0.038,1.73
2585,301151036,100,01/25/2017,16075504,16480000,TX,0.0421,1.491
2586,889100034,100,01/25/2017,16069350,17000000,CA,0.0416,1.359
2587,10073927,100,01/25/2017,16068202,16380000,GA,0.038,1.89
2588,302841139,100,01/25/2017,16063000,16063000,TX,0.026237,3.646
2589,301151035,100,01/25/2017,16059689,16500000,TX,0.0377,1.864
2590,302521042,100,01/25/2017,16058002,16283000,TX,0.0405,1.999
2591,300701032,100,01/25/2017,16050940,17211000,GA,0.0429,0.565
2592,304611038,100,01/25/2017,16040000,16040000,TX,0.0392,2.22
2593,300591039,100,01/25/2017,16035717,16613000,AZ,0.0376,1.65
2594,291000021,100,01/25/2017,16029878,16400000,FL,0.0404,2.57
2595,10054689,100,01/25/2017,16026560,17868000,HI,0.057,1.83
2596,301451032,100,01/25/2017,16022871,16995000,NC,0.0422,1.028
2597,10069486,100,01/25/2017,16016222,17500000,TN,0.037,1.67
2598,10091355,100,01/25/2017,16000000,16000000,CO,0.0429,1.88
2599,303171027,100,01/25/2017,16000000,16000000,NY,0.0432,2.188
2600,301901035,100,01/25/2017,16000000,16000000,TX,0.035,3.276
2601,304221031,100,01/25/2017,16000000,16000000,PA,0.0396,1.77
2602,10098696,100,01/25/2017,16000000,16000000,NC,0.042,2.17
2603,10054698,100,01/25/2017,15998744,17920000,KY,0.054,1.31
2604,714100036,100,01/25/2017,15993057,16800000,FL,0.0367,2.383
2605,10084996,100,01/25/2017,15991306,16797000,CA,0.0457,1.37
2606,303841043,100,01/25/2017,15991000,15991000,NC,0.0373,2.854
2607,10091353,100,01/25/2017,15987125,16700000,NE,0.0449,2.48
2608,302521039,100,01/25/2017,15986426,16785000,AL,0.0446,1.757
2609,304221032,100,01/25/2017,15980000,15980000,OK,0.0358,1.8
2610,33000021,100,01/25/2017,15978136,17300000,CT,0.0585,2.123
2611,10073770,100,01/25/2017,15967557,16117000,TX,0.0425,1.89
2612,300501036,100,01/25/2017,15959269,17200000,CA,0.0374,1.468
2613,10059124,100,01/25/2017,15930315,17500000,TX,0.0537,2.14
2614,30309077,100,01/25/2017,15920000,15920000,WA,0.024637,3.77
2615,10059132,100,01/25/2017,15900693,16500000,GA,0.055,2.8
2616,10093669,100,01/25/2017,15900000,15900000,VA,0.0403,2.02
2617,30283204,100,01/25/2017,15889108,17000000,AZ,0.0507,1.3
2618,30304086,100,01/25/2017,15886575,16600000,FL,0.039,2.0
2619,670100030,100,01/25/2017,15872053,17535000,WI,0.0514,1.585
2620,303681041,100,01/25/2017,15863000,15863000,GA,0.0411,1.846
2621,820108985,100,01/25/2017,15860000,15860000,MI,0.0418,2.416
2622,10084997,100,01/25/2017,15858309,16640000,OR,0.0483,1.25
2623,10060795,100,01/25/2017,15857195,17400000,TX,0.0466,1.58
2624,300651040,100,01/25/2017,15854486,16150000,OK,0.0359,1.46
2625,305161021,100,01/25/2017,15846420,16240000,CO,0.0398,1.488
2626,818100036,100,01/25/2017,15837950,16400000,FL,0.0471,1.469
2627,10080177,100,01/25/2017,15832534,16000000,CO,0.0492,1.99
2628,10080177,100,01/25/2017,15832534,16000000,MI,0.0492,1.99
2629,17000029,100,01/25/2017,15820000,15820000,GA,0.0521,2.18
